Column2,Month,Year,PO#,Invoice Date,Invoice#, total Invoice Amt ,TRS,Project2, Amount ,Cost Centre,Order#,Column3,Column1,,,,,,,,,,,,
vendor 1030,Jan,2024,6101254782,2024-01-31,1065," $10,472.00 ",SDS9090672,FDM-68554-Upgrade and Migration to DC1," $1,755.25 ",,,,6716,,,,,,,,,,,,
vendor 1030,Jan,2024,6101254782,2024-01-31,1065," $10,472.00 ",SDS9090594,Project-1082 - OpsFMSSensorLayer, $357.00 ,,,,6717,,,,,,,,,,,,
vendor 1030,Feb,2024,6101254782,2024-02-28,1137," $16,392.25 ",SDS9090619,Project-1097 Disability Income Support Program," $6,277.25 ",,,,6718,,,,,,,,,,,,
vendor 1030,Feb,2024,6101254782,2024-02-28,1137," $16,392.25 ",SDS9090194,FleetNet Replacement Project," $1,755.25 ",215747,311107059,MR,6719,,,,,,,,,,,,
vendor 1030,Feb,2024,6101254782,2024-02-28,1137," $16,392.25 ",SDS9090672,FDM-68554-Upgrade and Migration to DC1," $8,359.75 ",,,,6720,,,,,,,,,,,,
vendor 1030,Jan,2024,6101257333,2024-01-31,1081," $22,076.25 ",RtQ089502,"Project Management (For the Weeks Ending September 11, 18, 25)"," $22,076.25 ",171318,941192357,TTB,6721,,,,,,,,,,,,
vendor 1030,Feb,2024,6101257333,2024-02-28,1152," $9,461.25 ",RtQ089502,"Project Management (For the Weeks Ending September 11, 18, 25)"," $9,461.25 ",171318,941192357,TTB,6722,,,,,,,,,,,,
vendor 1031,Feb,2024,6101257880,2024-02-28,27209," $16,443.00 ",SDS9090355,Project-292-Traffic Management System - Implementation," $9,072.00 ",140010,311107403,ZDK,6723,,,,,,,,,,,,
vendor 1031,Feb,2024,6101257880,2024-02-28,27209," $16,443.00 ",SDS9090351,Project-291 - Completion Families IT Roadmap - Scope-1," $2,835.00 ",0,311107501,MV,6724,,,,,,,,,,,,
vendor 1031,Feb,2024,6101257880,2024-02-28,27209," $16,443.00 ",SDS9090153,Project-207 - PRS - Payment Gate--# 5 - 10%," $1,134.00 ",135072,311107233,STH,6725,,,,,,,,,,,,
vendor 1031,Feb,2024,6101257880,2024-02-28,27209," $16,443.00 ",SDS9090321,Project-275 - PGT SOA Accounting System Replacement - Scope-1," $2,268.00 ",171293,941192094,FVN,6726,,,,,,,,,,,,
vendor 1031,Feb,2024,6101257880,2024-02-28,27209," $16,443.00 ",SDS9090373,Project-296 - ERP - ERP Modernization - Scope-1," $1,134.00 ",940005087,311107461,ZDJ,6727,,,,,,,,,,,,
vendor 1003,Jan,2024,6101253040,2024-01-31,4385," $21,315.00 ",SDS9090310,Project-264 - CYS PurelyHR - Scope-1," $9,660.00 ",171293,941192082,DRLL,6728,,,,,,,,,,,,
vendor 1003,Jan,2024,6101253040,2024-01-31,4385," $21,315.00 ",SDS9089160,Grants Portal - 0," $3,675.00 ",215347,311107269,MR,6729,,,,,,,,,,,,
vendor 1003,Jan,2024,6101253040,2024-01-31,4385," $21,315.00 ",SDS9090226,0119-14-Project B - IP Telephony," $6,055.00 ",171318,941192498,TTB,6730,,,,,,,,,,,,
vendor 1003,Jan,2024,6101253040,2024-01-31,4385," $21,315.00 ",SDS9090325,Project-278 - Chief Medical Examiner System Upgrade Replace - Scope-1," $1,925.00 ",171293,941192097,SKJ,6731,,,,,,,,,,,,
vendor 1003,Feb,2024,6101253040,2024-02-28,4419," $16,030.00 ",SDS9090310,Project-264 - CYS PurelyHR - Scope-1," $6,230.00 ",171293,941192082,DRLL,6732,,,,,,,,,,,,
vendor 1003,Feb,2024,6101253040,2024-02-28,4419," $16,030.00 ",SDS9089160,Grants Portal - 0," $5,145.00 ",215347,311107269,MR,6733,,,,,,,,,,,,
vendor 1003,Feb,2024,6101253040,2024-02-28,4419," $16,030.00 ",SDS9090226,0119-14-Project B - IP Telephony," $2,415.00 ",171318,941192498,TTB,6734,,,,,,,,,,,,
vendor 1003,Feb,2024,6101253040,2024-02-28,4419," $16,030.00 ",SDS9090325,Project-278 - Chief Medical Examiner System Upgrade Replace - Scope-1," $2,240.00 ",171293,941192097,SKJ,6735,,,,,,,,,,,,
vendor 1005,Jan,2024,6101236717C,2024-01-31,23.01.34," $20,553.75 ",SDS9090363,Project-295 - eConsent," $20,553.75 ",171225,411113663,TZN,6736,,,,,,,,,,,,
vendor 1005,Feb,2024,6101236717C,2024-02-28,23.02.60," $16,672.50 ",SDS9090363,Project-295 - eConsent," $16,672.50 ",171225,411113663,TZN,6737,,,,,,,,,,,,
vendor 1005,Feb,2024,6101286269,2024-02-28,23.02.93," $18,947.50 ",SDS9090450,Project-1020 - Student-Aid Backend Integration Project - Implementation," $11,017.50 ",140548,311107699,ZDT,6738,,,,,,,,,,,,
vendor 1005,Feb,2024,6101286269,2024-02-28,23.02.93," $18,947.50 ",SDS9090374,Project-297 - Appointment Scheduling/ Booking - Scope-1," $7,930.00 ",0,0,DRLL,6739,,,,,,,,,,,,
vendor 1041,Jan,2024,6101253044,2024-02-07,3542," $9,765.00 ",MCC7090508,SCCM - Information Security Control Environment  Update," $9,765.00 ",,,,6740,,,,,,,,,,,,
vendor 1041,Feb,2024,6101253044,2024-03-08,3615," $1,155.00 ",MCC7090508,SCCM - Information Security Control Environment  Update," $1,155.00 ",,,,6741,,,,,,,,,,,,
vendor 1023,Feb,2024,6101240005,2024-02-28,IS-244227," $2,737.50 ",SDS9090451,Project-1020-Student Aid Backend Intregration-Implementation," $1,650.00 ",165127,311107702,FVN,6742,,,,,,,,,,,,
vendor 1023,Feb,2024,6101240005,2024-02-28,IS-244227," $2,737.50 ",RtQ083239,Meetings - Misc, $56.25 ,,,,6743,,,,,,,,,,,,
vendor 1023,Feb,2024,6101240005,2024-02-28,IS-244227," $2,737.50 ",SDS9090570,SAMIN-336817-FEMS-CD-ENHANCEMENT, $506.25 ,,,,6744,,,,,,,,,,,,
vendor 1023,Feb,2024,6101240005,2024-02-28,IS-244227," $2,737.50 ",SOM7080338,RFSO Transition Project - 0 (Project-214), $525.00 ,,,,6745,,,,,,,,,,,,
vendor 1031,Feb,2024,6101271328,2024-02-28,27205," $17,907.50 ",SDS9090363,Project-295 - eConsent," $17,907.50 ",171225,411113663,TZN,6746,,,,,,,,,,,,
vendor 1028,Jan,2024,6101242218,2024-02-10,9202050706," $19,031.25 ",SDS9090648,Project-1091 Digital Evidence Management Program - Scope-1," $1,875.00 ",,,,6747,,,,,,,,,,,,
vendor 1028,Jan,2024,6101242218,2024-02-10,9202050706," $19,031.25 ",SDS9090239,PRISM - Request for SRV," $4,625.00 ",930085236,311107261,SKJ,6748,,,,,,,,,,,,
vendor 1028,Jan,2024,6101242218,2024-02-10,9202050706," $19,031.25 ",SDS9089648,XY 2747 Website Searchable DB," $1,656.25 ",930084808,311107183,SKJ,6749,,,,,,,,,,,,
vendor 1028,Jan,2024,6101242218,2024-02-10,9202050706," $19,031.25 ",SDS9090574,Project-1060 - Apprenticeship (ACIS) Upgrade and Support," $5,531.25 ",,,,6750,,,,,,,,,,,,
vendor 1028,Jan,2024,6101242218,2024-02-10,9202050706," $19,031.25 ",SDS9090594,Project-1082 - OpsFMSSensorLayer," $4,968.75 ",,,,6751,,,,,,,,,,,,
vendor 1028,Jan,2024,6101242218,2024-02-10,9202050706," $19,031.25 ",SDS9090192,MNP Incident Response, $375.00 ,215122,311104241,MR,6752,,,,,,,,,,,,
vendor 1028,Feb,2024,6101242218,2024-03-09,9202051213," $17,218.75 ",SDS9090239,PRISM - Request for SRV," $3,468.75 ",930085236,311107261,SKJ,6753,,,,,,,,,,,,
vendor 1028,Feb,2024,6101242218,2024-03-09,9202051213," $17,218.75 ",SDS9090594,Project-1082 - OpsFMSSensorLayer," $5,000.00 ",,,,6754,,,,,,,,,,,,
vendor 1028,Feb,2024,6101242218,2024-03-09,9202051213," $17,218.75 ",SDS9090192,MNP Incident Response," $3,375.00 ",215122,311104241,MR,6755,,,,,,,,,,,,
vendor 1028,Feb,2024,6101242218,2024-03-09,9202051213," $17,218.75 ",SDS9090574,Project-1060 - Apprenticeship (ACIS) Upgrade and Support," $5,375.00 ",,,,6756,,,,,,,,,,,,
vendor 1018,Jan,2024,6101286352,2024-01-31,21991," $1,638.50 ",SDS9090355,Project-292-Traffic Management System - Implementation," $1,638.50 ",140010,311107403,ZDK,6757,,,,,,,,,,,,
vendor 1018,Feb,2024,6101286352,2024-02-28,22059," $15,565.75 ",SDS9090355,Project-292-Traffic Management System - Implementation," $15,565.75 ",140010,311107403,ZDK,6758,,,,,,,,,,,,
vendor 1003,Jan,2024,6101261531,2024-01-31,4372," $17,980.00 ",RtQ089502,"Project Management (For the Weeks Ending September 11, 18, 25)"," $17,980.00 ",171318,941192357,TTB,6759,,,,,,,,,,,,
vendor 1003,Feb,2024,6101261531,2024-02-28,4418," $21,351.25 ",RtQ089502,"Project Management (For the Weeks Ending September 11, 18, 25)"," $21,351.25 ",171318,941192357,TTB,6760,,,,,,,,,,,,
vendor 1028,Jan,2024,6101236720,2024-02-10,9202050705," $18,422.25 ",SDS9090260,Project-247-MB Child Care Search Tool - Scope-1, $121.00 ,195112,311107506,SKJ,6761,,,,,,,,,,,,
vendor 1028,Jan,2024,6101236720,2024-02-10,9202050705," $18,422.25 ",SDS9090343,Project-287- FIPPA Solution Updated - Scope-1, $121.00 ,161017,161017,FLM,6762,,,,,,,,,,,,
vendor 1028,Jan,2024,6101236720,2024-02-10,9202050705," $18,422.25 ",SDS9090268,Project-252 -  iMaQs Admin Module - Scope-1," $1,089.00 ",930075523,941192084,TT,6763,,,,,,,,,,,,
vendor 1028,Jan,2024,6101236720,2024-02-10,9202050705," $18,422.25 ",AAA9080278,FVPP Web Based Solution - Project-243," $15,518.25 ",,,,6764,,,,,,,,,,,,
vendor 1028,Jan,2024,6101236720,2024-02-10,9202050705," $18,422.25 ",SDS9090211,Microsoft 365 Project - Phase 2 (Project-202), $242.00 ,165155,311107058,FVN,6765,,,,,,,,,,,,
vendor 1028,Jan,2024,6101236720,2024-02-10,9202050705," $18,422.25 ",SDS9090373,Project-296 - ERP - ERP Modernization - Scope-1, $847.00 ,940005087,311107461,ZDJ,6766,,,,,,,,,,,,
vendor 1028,Jan,2024,6101236720,2024-02-10,9202050705," $18,422.25 ",SDS9090464,Project-1025 - Companies Online 2008 SQL Server and Windows OS Upgrade - Implementation, $484.00 ,181243,311107705,MV,6767,,,,,,,,,,,,
vendor 1028,Feb,2024,6101236720,2024-03-09,9202051214," $16,667.75 ",SDS9090211,Microsoft 365 Project - Phase 2 (Project-202), $121.00 ,165155,311107058,FVN,6768,,,,,,,,,,,,
vendor 1028,Feb,2024,6101236720,2024-03-09,9202051214," $16,667.75 ",SDS9090268,Project-252 -  iMaQs Admin Module - Scope-1, $605.00 ,930075523,941192084,TT,6769,,,,,,,,,,,,
vendor 1028,Feb,2024,6101236720,2024-03-09,9202051214," $16,667.75 ",AAA9080278,FVPP Web Based Solution - Project-243," $14,973.75 ",,,,6770,,,,,,,,,,,,
vendor 1028,Feb,2024,6101236720,2024-03-09,9202051214," $16,667.75 ",SDS9090343,Project-287- FIPPA Solution Updated - Scope-1, $121.00 ,161017,161017,FLM,6771,,,,,,,,,,,,
vendor 1028,Feb,2024,6101236720,2024-03-09,9202051214," $16,667.75 ",SDS9090373,Project-296 - ERP - ERP Modernization - Scope-1, $363.00 ,940005087,311107461,ZDJ,6772,,,,,,,,,,,,
vendor 1028,Feb,2024,6101236720,2024-03-09,9202051214," $16,667.75 ",SDS9090464,Project-1025 - Companies Online 2008 SQL Server and Windows OS Upgrade - Implementation, $484.00 ,181243,311107705,MV,6773,,,,,,,,,,,,
vendor 1002,Jan,2024,6101236719,2024-02-17,CINV2149624," $18,270.00 ",SDS9090323,Project-279 - Staff Scheduling - Scope-1," $2,010.00 ",171293,941192098,SKJ,6774,,,,,,,,,,,,
vendor 1002,Jan,2024,6101236719,2024-02-17,CINV2149624," $18,270.00 ",SDS9090310,Project-264 - CYS PurelyHR - Scope-1," $6,180.00 ",171293,941192082,DRLL,6775,,,,,,,,,,,,
vendor 1002,Jan,2024,6101236719,2024-02-17,CINV2149624," $18,270.00 ",SDS9090327,Project-282 - Boilers and Elevators: Project Reset - Scope-1, $900.00 ,171293,941192121,MR,6776,,,,,,,,,,,,
vendor 1002,Jan,2024,6101236719,2024-02-17,CINV2149624," $18,270.00 ",SDS9090190,Project B- Finance Process Documentation, $810.00 ,215122,311107242,MR,6777,,,,,,,,,,,,
vendor 1002,Jan,2024,6101236719,2024-02-17,CINV2149624," $18,270.00 ",SDS9090322,Project-277 - LES Replacement and Online Portal - Scope-1," $2,520.00 ",171293,941192095,SKJ,6778,,,,,,,,,,,,
vendor 1002,Jan,2024,6101236719,2024-02-17,CINV2149624," $18,270.00 ",SDS9090430,Project-314 - ePledge - Scope-1," $3,870.00 ",215133,311107463,MR,6779,,,,,,,,,,,,
vendor 1002,Jan,2024,6101236719,2024-02-17,CINV2149624," $18,270.00 ",SDS9090552,Project-1049 - Digital Identity for Citizens," $1,980.00 ",,,,6780,,,,,,,,,,,,
vendor 1002,Feb,2024,6101236719,2024-03-13,CINV2182208," $16,530.00 ",SDS9090310,Project-264 - CYS PurelyHR - Scope-1," $6,270.00 ",171293,941192082,DRLL,6781,,,,,,,,,,,,
vendor 1002,Feb,2024,6101236719,2024-03-13,CINV2182208," $16,530.00 ",SDS9090327,Project-282 - Boilers and Elevators: Project Reset - Scope-1," $2,310.00 ",171293,941192121,MR,6782,,,,,,,,,,,,
vendor 1002,Feb,2024,6101236719,2024-03-13,CINV2182208," $16,530.00 ",SDS9090323,Project-279 - Staff Scheduling - Scope-1," $1,860.00 ",171293,941192098,SKJ,6783,,,,,,,,,,,,
vendor 1002,Feb,2024,6101236719,2024-03-13,CINV2182208," $16,530.00 ",SDS9090322,Project-277 - LES Replacement and Online Portal - Scope-1," $2,370.00 ",171293,941192095,SKJ,6784,,,,,,,,,,,,
vendor 1002,Feb,2024,6101236719,2024-03-13,CINV2182208," $16,530.00 ",SDS9090430,Project-314 - ePledge - Scope-1," $2,790.00 ",215133,311107463,MR,6785,,,,,,,,,,,,
vendor 1002,Feb,2024,6101236719,2024-03-13,CINV2182208," $16,530.00 ",SDS9090552,Project-1049 - Digital Identity for Citizens, $930.00 ,,,,6786,,,,,,,,,,,,
vendor 1035,Dec,2023,6101276787,2023-12-31,SMSS31122022IE," $18,859.00 ",SDS9090450,Project-1020 - Student-Aid Backend Integration Project - Implementation," $18,850.00 ",140548,311107699,ZDT,6787,,,,,,,,,,,,
vendor 1035,Nov,2023,6101276787,2023-11-30,SMSS30112022IE," $20,442.50 ",SDS9090450,Project-1020 - Student-Aid Backend Integration Project - Implementation," $20,442.50 ",140548,311107699,ZDT,6788,,,,,,,,,,,,
vendor 1035,Feb,2024,6101276787,2024-02-28,SMSS2802023IE," $17,907.50 ",SDS9090450,Project-1020 - Student-Aid Backend Integration Project - Implementation," $17,907.50 ",140548,311107699,ZDT,6789,,,,,,,,,,,,
vendor 1030,Jan,2024,6101238644,2024-01-31,4792," $19,575.00 ",SDS9090352,SPD - Child Care Online - Enhancements," $8,201.25 ",171318,941184297,TTB,6790,,,,,,,,,,,,
vendor 1030,Jan,2024,6101238644,2024-01-31,4792," $19,575.00 ",SDS9090640,Project-1109 FVPP Web Based Solution - Implementation," $3,240.00 ",,,,6791,,,,,,,,,,,,
vendor 1030,Jan,2024,6101238644,2024-01-31,4792," $19,575.00 ",SDS9090638,Project - 512 FEWS Client Server Installation," $8,133.75 ",,,,6792,,,,,,,,,,,,
vendor 1030,Feb,2024,6101238644,2024-02-28,4901," $18,157.50 ",SDS9090352,SPD - Child Care Online - Enhancements," $6,446.25 ",171318,941184297,TTB,6793,,,,,,,,,,,,
vendor 1030,Feb,2024,6101238644,2024-02-28,4901," $18,157.50 ",SDS9090640,Project-1109 FVPP Web Based Solution - Implementation," $10,698.75 ",,,,6794,,,,,,,,,,,,
vendor 1030,Feb,2024,6101238644,2024-02-28,4901," $18,157.50 ",SOM7089827,Forms – Development (General), $135.00 ,,,,6795,,,,,,,,,,,,
vendor 1030,Feb,2024,6101238644,2024-02-28,4901," $18,157.50 ",SDS9090639,Project - 514 DMZ Server Risk Mitigation Project, $877.50 ,,,,6796,,,,,,,,,,,,
vendor 1023,Feb,2024,6101255237,2024-02-28,IS-243904," $16,805.50 ",SOM7081794,DDD Annual Subscription," $7,076.00 ",930092432,171318,TTB,6797,,,,,,,,,,,,
vendor 1023,Feb,2024,6101255237,2024-02-28,IS-243904," $16,805.50 ",SOM7081805,DDD Annual Subscription," $9,729.50 ",171318,941192432,TTB,6798,,,,,,,,,,,,
vendor 1022,Jan,2024,6101271315,2024-02-08,INF002234," $21,315.00 ",SDS9089160,Grants Portal - 0," $21,315.00 ",215347,311107269,MR,6799,,,,,,,,,,,,
vendor 1022,Feb,2024,6101271315,2024-02-28,INF002262," $19,285.00 ",SDS9090465,Project-1026 Xylem FlygtCloud Pump Control System - Scope-1," $2,030.00 ",190635,311107706,ZDT,6800,,,,,,,,,,,,
vendor 1022,Feb,2024,6101271315,2024-02-28,INF002262," $19,285.00 ",SDS9089160,Grants Portal - 0," $17,255.00 ",215347,311107269,MR,6801,,,,,,,,,,,,
vendor 1038,Jan,2024,6101246306,2024-01-31,BILL004169," $18,850.00 ",SDS9090650,Project-1109 - SCH-FVPP Web Based Solution," $2,827.50 ",,,,6802,,,,,,,,,,,,
vendor 1038,Jan,2024,6101246306,2024-01-31,BILL004169," $18,850.00 ",SDS9090122,FOUR-Audit Analytics Software - Scope-1 (Project-198)," $2,860.00 ",205344; 930075523,311107049,TT,6803,,,,,,,,,,,,
vendor 1038,Jan,2024,6101246306,2024-01-31,BILL004169," $18,850.00 ",SDS9090455,Project-1023 - HOMS Linux Upgrade - Scope-1," $4,680.00 ",175521,311107704,HSLL,6804,,,,,,,,,,,,
vendor 1038,Jan,2024,6101246306,2024-01-31,BILL004169," $18,850.00 ",SDS9090351,Project-291 - Completion Families IT Roadmap - Scope-1," $5,070.00 ",0,311107501,MV,6805,,,,,,,,,,,,
vendor 1038,Jan,2024,6101246306,2024-01-31,BILL004169," $18,850.00 ",SDS9090452,Project-1022 - CYS PurelyHR SSO - Implementation," $1,592.50 ",163124,311107703,FLM,6806,,,,,,,,,,,,
vendor 1038,Jan,2024,6101246306,2024-01-31,BILL004169," $18,850.00 ",SDS9090393,Project-285 - Justice Phone System - Scope-1," $1,820.00 ",171293,411114208,FVN,6807,,,,,,,,,,,,
vendor 1030,Feb,2024,6101228053,2024-02-28,4857," $15,428.00 ",SDS9090311,Project-265 - Fishery Management System - Scope-1," $2,856.00 ",171293,941192081,DRLL,6808,,,,,,,,,,,,
vendor 1030,Feb,2024,6101228053,2024-02-28,4857," $15,428.00 ",SDS9090342,Project-286 - Vital Statistics Online Registration of Vital Events - Scope-1," $7,700.00 ",165155,165155,FVN,6809,,,,,,,,,,,,
vendor 1030,Feb,2024,6101228053,2024-02-28,4857," $15,428.00 ",SDS9090194,FleetNet Replacement Project, $952.00 ,215747,311107059,MR,6810,,,,,,,,,,,,
vendor 1030,Feb,2024,6101228053,2024-02-28,4857," $15,428.00 ",SDS9090590,M3P Vitality Upgrade - Implementation Phase - Project-245," $3,920.00 ",,,,6811,,,,,,,,,,,,
vendor 1030,Jan,2024,6101228053,2024-01-31,4747," $17,052.00 ",SDS9090311,Project-265 - Fishery Management System - Scope-1," $4,900.00 ",171293,941192081,DRLL,6812,,,,,,,,,,,,
vendor 1030,Jan,2024,6101228053,2024-01-31,4747," $17,052.00 ",SDS9090342,Project-286 - Vital Statistics Online Registration of Vital Events - Scope-1," $5,796.00 ",165155,165155,FVN,6813,,,,,,,,,,,,
vendor 1030,Jan,2024,6101228053,2024-01-31,4747," $17,052.00 ",SDS9090194,FleetNet Replacement Project, $616.00 ,215747,311107059,MR,6814,,,,,,,,,,,,
vendor 1030,Jan,2024,6101228053,2024-01-31,4747," $17,052.00 ",SDS9090590,M3P Vitality Upgrade - Implementation Phase - Project-245," $5,740.00 ",,,,6815,,,,,,,,,,,,
vendor 1030,Feb,2024,6101228053,2024-02-28,4857," $15,428.00 ",SDS9090311,Project-265 - Fishery Management System - Scope-1," $2,856.00 ",171293,941192081,DRLL,6816,,,,,,,,,,,,
vendor 1030,Feb,2024,6101228053,2024-02-28,4857," $15,428.00 ",SDS9090342,Project-286 - Vital Statistics Online Registration of Vital Events - Scope-1," $7,700.00 ",165155,165155,FVN,6817,,,,,,,,,,,,
vendor 1030,Feb,2024,6101228053,2024-02-28,4857," $15,428.00 ",SDS9090194,FleetNet Replacement Project, $952.00 ,215747,311107059,MR,6818,,,,,,,,,,,,
vendor 1030,Feb,2024,6101228053,2024-02-28,4857," $15,428.00 ",SDS9090590,M3P Vitality Upgrade - Implementation Phase - Project-245," $3,920.00 ",,,,6819,,,,,,,,,,,,
vendor 1016,Feb,2024,6101249613,2024-02-28,23113," $17,617.50 ",SDS9089876,InFACT Requests," $17,010.00 ",210095,311107201,VNR,6820,,,,,,,,,,,,
vendor 1016,Feb,2024,6101249613,2024-02-28,23113," $17,617.50 ",SDS9090598,OTHER - Other Application Maintenance, $607.50 ,,,,6821,,,,,,,,,,,,
vendor 1038,Dec,2023,6101254796,2023-12-31,BILL004116," $16,638.75 ",RtQ089502,"Project Management (For the Weeks Ending September 11, 18, 25)"," $16,638.75 ",171318,941192357,TTB,6822,,,,,,,,,,,,
vendor 1038,Jan,2024,6101254796,2024-01-31,BILL004171," $20,553.75 ",RtQ089502,"Project Management (For the Weeks Ending September 11, 18, 25)"," $20,553.75 ",171318,941192357,TTB,6823,,,,,,,,,,,,
vendor 1030,Feb,2024,6101261948,2024-02-28,4849," $17,769.75 ",SDS9090191,Student Level Data Initiative - Scope-1 001 - CR001," $4,966.50 ",215748,311107509,MR,6824,,,,,,,,,,,,
vendor 1030,Feb,2024,6101261948,2024-02-28,4849," $17,769.75 ",SDS9090463,Project-1064 Update Inmate Phones File Transfer - Implementation, $129.00 ,,,,6825,,,,,,,,,,,,
vendor 1030,Feb,2024,6101261948,2024-02-28,4849," $17,769.75 ",SDS9090190,Project B- Finance Process Documentation," $2,999.25 ",215122,311107242,MR,6826,,,,,,,,,,,,
vendor 1030,Feb,2024,6101261948,2024-02-28,4849," $17,769.75 ",SDS9090560,Project-1058 - Quote PowToon - Scope-1," $3,483.00 ",,,,6827,,,,,,,,,,,,
vendor 1030,Feb,2024,6101261948,2024-02-28,4849," $17,769.75 ",SDS9090672,FDM-68554-Upgrade and Migration to DC1," $2,773.50 ",,,,6828,,,,,,,,,,,,
vendor 1030,Feb,2024,6101261948,2024-02-28,4849," $17,769.75 ",SDS9090591,Project-1074 - Windows 10 21H2 Upgrade," $2,483.25 ",,,,6829,,,,,,,,,,,,
vendor 1030,Feb,2024,6101261948,2024-02-28,4849," $17,769.75 ",SDS9090568,Project-1071 - SCH - Future Digital Preservation System - Scope-1 (Project - 470), $935.25 ,,,,6830,,,,,,,,,,,,
vendor 1030,Jan,2024,6101261948,2024-01-31,4740," $19,704.75 ",SDS9090191,Student Level Data Initiative - Scope-1 001 - CR001," $3,192.75 ",215748,311107509,MR,6831,,,,,,,,,,,,
vendor 1030,Jan,2024,6101261948,2024-01-31,4740," $19,704.75 ",SDS9090672,FDM-68554-Upgrade and Migration to DC1," $3,450.75 ",,,,6832,,,,,,,,,,,,
vendor 1030,Jan,2024,6101261948,2024-01-31,4740," $19,704.75 ",SDS9090463,Project-1064 Update Inmate Phones File Transfer - Implementation," $1,548.00 ",,,,6833,,,,,,,,,,,,
vendor 1030,Jan,2024,6101261948,2024-01-31,4740," $19,704.75 ",SDS9090190,Project B- Finance Process Documentation," $3,063.75 ",215122,311107242,MR,6834,,,,,,,,,,,,
vendor 1030,Jan,2024,6101261948,2024-01-31,4740," $19,704.75 ",SDS9090591,Project-1074 - Windows 10 21H2 Upgrade," $5,676.00 ",,,,6835,,,,,,,,,,,,
vendor 1030,Jan,2024,6101261948,2024-01-31,4740," $19,704.75 ",SDS9090568,Project-1071 - SCH - Future Digital Preservation System - Scope-1 (Project - 470)," $2,225.25 ",,,,6836,,,,,,,,,,,,
vendor 1030,Jan,2024,6101261948,2024-01-31,4740," $19,704.75 ",SDS9090560,Project-1058 - Quote PowToon - Scope-1, $548.25 ,,,,6837,,,,,,,,,,,,
vendor 1030,Jan,2024,6101286037,2024-01-31,1068," $6,648.25 ",SDS9090640,Project-1109 FVPP Web Based Solution - Implementation," $5,567.50 ",,,,6838,,,,,,,,,,,,
vendor 1030,Jan,2024,6101286037,2024-01-31,1068," $6,648.25 ",SDS9090452,Project-1022 - CYS PurelyHR SSO - Implementation, $425.75 ,163124,311107703,FLM,6839,,,,,,,,,,,,
vendor 1030,Jan,2024,6101286037,2024-01-31,1068," $6,648.25 ",SDS9090683,TCF140 - Project B-Cellular Mobility Contract, $655.00 ,,,,6840,,,,,,,,,,,,
vendor 1030,Feb,2024,6101286037,2024-02-28,1139," $18,045.25 ",SDS9090640,Project-1109 FVPP Web Based Solution - Implementation," $11,167.75 ",,,,6841,,,,,,,,,,,,
vendor 1030,Feb,2024,6101286037,2024-02-28,1139," $18,045.25 ",SDS9090452,Project-1022 - CYS PurelyHR SSO - Implementation," $2,652.75 ",163124,311107703,FLM,6842,,,,,,,,,,,,
vendor 1030,Feb,2024,6101286037,2024-02-28,1139," $18,045.25 ",SDS9090683,TCF140 - Project B-Cellular Mobility Contract," $4,224.75 ",,,,6843,,,,,,,,,,,,
vendor 1030,Feb,2024,6101235208,2024-02-28,4893," $15,290.25 ",SDS9090465,Project-1026 Xylem FlygtCloud Pump Control System - Scope-1," $3,996.00 ",190635,311107706,ZDT,6844,,,,,,,,,,,,
vendor 1030,Feb,2024,6101235208,2024-02-28,4893," $15,290.25 ",SDS9090374,Project-297 - Appointment Scheduling/ Booking - Scope-1," $8,103.00 ",0,0,DRLL,6845,,,,,,,,,,,,
vendor 1030,Feb,2024,6101235208,2024-02-28,4893," $15,290.25 ",SDS9090321,Project-275 - PGT SOA Accounting System Replacement - Scope-1," $3,191.25 ",171293,941192094,FVN,6846,,,,,,,,,,,,
vendor 1030,Jan,2024,6101235208,2024-01-31,4774," $8,852.25 ",SDS9090465,Project-1026 Xylem FlygtCloud Pump Control System - Scope-1," $1,803.75 ",190635,311107706,ZDT,6847,,,,,,,,,,,,
vendor 1030,Jan,2024,6101235208,2024-01-31,4774," $8,852.25 ",SDS9090374,Project-297 - Appointment Scheduling/ Booking - Scope-1," $5,244.75 ",0,0,DRLL,6848,,,,,,,,,,,,
vendor 1030,Jan,2024,6101235208,2024-01-31,4774," $8,852.25 ",SDS9090321,Project-275 - PGT SOA Accounting System Replacement - Scope-1," $1,803.75 ",171293,941192094,FVN,6849,,,,,,,,,,,,
vendor 1025,Nov,2023,6101255227,2023-12-05,10693508," $19,180.60 ",SOM7083467,Software Installation, $462.98 ,930092432,171318,TTB,6850,,,,,,,,,,,,
vendor 1025,Nov,2023,6101255227,2023-12-05,10693508," $19,180.60 ",SOM7081792,FOUR - Abbyy FlexiCapture - Scope-1 (Project-200), $264.56 ,,,,6851,,,,,,,,,,,,
vendor 1025,Nov,2023,6101255227,2023-12-05,10693508," $19,180.60 ",SDS9081263,QBR - Request for SRV, $132.28 ,,,,6852,,,,,,,,,,,,
vendor 1025,Nov,2023,6101255227,2023-12-05,10693508," $19,180.60 ",SDS9088001,IMS EPIC Projects, $198.42 ,,,,6853,,,,,,,,,,,,
vendor 1025,Nov,2023,6101255227,2023-12-05,10693508," $19,180.60 ",SOM7083669,CAMA System - Scope-1 Phase 1 - Project-227, $727.54 ,930092432,171318,TTB,6854,,,,,,,,,,,,
