Vendor,Month,Year,PO#,Invoice Date,Invoice#, total Invoice Amt ,TRS,Project, Amount ,Cost Centre,Order#,Dept
vendor 1005,Jul,2021,4501193766,2021-07-31,21.07.107," $19,031.25 ",SDS7090172,Cloud Hosting for WebEOC - PDO-221," $1,000.00 ",181314,300007260,MI
vendor 1005,Jul,2021,4501193766,2021-07-31,21.07.107," $19,031.25 ",SDS7090122,FIN-Envista ARM & Web Vitality Upgrade and Maintenance," $1,875.00 ",205344,300007049,CC
vendor 1005,Jul,2021,4501222219,2021-07-31,21.07.25," $16,416.25 ",SDS7090340,ProofPoint," $13,311.25 ",171318,930092863,BTT
vendor 1005,Jul,2021,4501222219,2021-07-31,21.07.25," $16,416.25 ",SDS7090341,Cloud Management Gateway (CGM)," $3,105.00 ",171318,930092864,BTT
vendor 1005,Jul,2021,4501209279,2021-07-31,21.07.31," $15,080.00 ",SDS7090121,FIN - PBX System Replacement - Scoping (PDO-212)," $3,087.50 ",160207,300007216,FAM
vendor 1005,Jul,2021,4501209279,2021-07-31,21.07.31," $15,080.00 ",SDS7090264,PDO-250-CUPE Payroll Conversion-Scoping," $3,120.00 ",171194,300007041,FIN
vendor 1005,Jul,2021,4501209279,2021-07-31,21.07.31," $15,080.00 ",SDS7089754,JUS -  Audio to Text," $3,542.50 ",195276,300007187,JUS
vendor 1005,Jul,2021,4501209279,2021-07-31,21.07.31," $15,080.00 ",SDS7090190,CAMA System - Scoping Phase 1 - PDO-227," $5,135.00 ",215122,300007242,MR
vendor 1005,Jul,2021,4501222275,2021-07-31,21.07.35," $14,463.75 ",CIO7080621,Procurement - Services," $14,463.75 ",171318,930092701,BTT
vendor 1005,Jul,2021,4501219250,2021-07-31,21.07.43," $15,340.00 ",SDS7090230,Animal Welfare Case Management System - PDO238," $3,445.00 ",110889,300007263,ARD
vendor 1005,Jul,2021,4501219250,2021-07-31,21.07.43," $15,340.00 ",SDS7090215,Taxes and Royalty Calculator-PDO-233," $3,575.00 ",111173,300007266,ARD
vendor 1005,Jul,2021,4501219250,2021-07-31,21.07.43," $15,340.00 ",SDS7090211,Migrate Posse Client Server into Winchestor Version - PDO-231," $4,777.50 ",165155,300007058,FIN
vendor 1005,Jul,2021,4501219250,2021-07-31,21.07.43," $15,340.00 ",SDS7090260,PDO-248-Inmate Trust Accounting System Replacement - Scoping," $3,542.50 ",195112,300007506,JUS
vendor 1005,Jul,2021,4501215844,2021-07-31,21.07.81," $16,747.50 ",SDS7081277,SFA SFAIS Enhancements," $16,747.50 ",250163,300007174,EDT
vendor 1005,Jul,2021,4501222260,2021-07-31,21.07.83," $22,365.00 ",CON7089874,Pandemic Planning," $5,495.00 ",171318,930092402,BTT
vendor 1005,Jul,2021,4501180578,2021-07-31,21.07.83," $22,365.00 ",CON7089874,Pandemic Planning," $16,870.00 ",171318,930092402,BTT
vendor 1005,Jul,2021,4501219530,2021-07-31,21.07.99," $19,530.00 ",SDS7090215,Taxes and Royalty Calculator-PDO-233," $3,535.00 ",111173,300007266,ARD
vendor 1005,Jul,2021,4501219530,2021-07-31,21.07.99," $19,530.00 ",SDS7090260,PDO-248-Inmate Trust Accounting System Replacement - Scoping," $3,535.00 ",195112,300007506,JUS
vendor 1005,Jul,2021,4501219530,2021-07-31,21.07.99," $19,530.00 ",SDS7090232,Emerx Enterprise - PDO-239," $3,150.00 ",215746,300007508,MR
vendor 1005,Sep,2021,4501209279,2021-09-30,21.09.05," $19,597.50 ",SDS7090121,FIN - PBX System Replacement - Scoping (PDO-212)," $2,080.00 ",160207,300007216,FAM
vendor 1005,Sep,2021,4501209279,2021-09-30,21.09.05," $19,597.50 ",SDS7090360,PDO-295 - eConsent," $11,180.00 ",171318,930092795,BTT
vendor 1005,Sep,2021,4501209279,2021-09-30,21.09.05," $19,597.50 ",SDS7090394,PMO-310 - PHIMS Project - Scoping," $6,337.50 ",175828,300007481,MHSC
vendor 1005,Sep,2021,4501219530,2021-09-30,21.09.124," $29,225.00 ",SDS7090215,Taxes and Royalty Calculator-PDO-233," $4,165.00 ",111173,300007266,ARD
vendor 1005,Sep,2021,4501219530,2021-09-30,21.09.124," $29,225.00 ",SDS7089753,AGR - Replace VetLab, $560.00 ,111508,300007186,AGR
vendor 1005,Sep,2021,4501219530,2021-09-30,21.09.124," $29,225.00 ",SDS7090260,PDO-248-Inmate Trust Accounting System Replacement - Scoping," $3,115.00 ",195112,300007506,JUS
vendor 1005,Sep,2021,4501219530,2021-09-30,21.09.124," $29,225.00 ",SDS7090232,Emerx Enterprise - PDO-239, $490.00 ,215746,300007508,MR
vendor 1005,Sep,2021,4501227464,2021-09-30,21.09.24," $21,750.00 ",SDS7090308,PDO-264 - CYS PurelyHR - Scoping," $6,900.00 ",160635,300007443,FAM
vendor 1005,Sep,2021,4501227464,2021-09-30,21.09.24," $21,750.00 ",SDS7090322,PDO-278 - Chief Medical Examiner System Upgrade Replace - Scoping," $5,775.00 ",171293,930092095,JUS
vendor 1005,Sep,2021,4501227464,2021-09-30,21.09.24," $21,750.00 ",SDS7090323,PDO-280 - Victim of Crime Compensation Application Replacement - Scoping," $5,887.50 ",171293,930092098,JUS
vendor 1005,Sep,2021,4501227464,2021-09-30,21.09.24," $21,750.00 ",SDS7090356,PDO-294 - Masterpiece Regular Maintenance - Scoping," $3,187.50 ",171318,0,FAM
vendor 1005,Sep,2021,4501225189,2021-09-30,21.09.25," $21,025.00 ",CIO7090054,Microsoft 365 Project - Phase 2 (PDO-202)," $21,025.00 ",171225,930088172,BTT
vendor 1005,Sep,2021,4501222219,2021-09-30,21.09.26," $14,518.75 ",SDS7090340,ProofPoint," $11,413.75 ",171318,930092863,BTT
vendor 1005,Sep,2021,4501222219,2021-09-30,21.09.26," $14,518.75 ",SDS7090341,Cloud Management Gateway (CGM)," $3,105.00 ",171318,930092864,BTT
vendor 1005,Sep,2021,4501207388,2021-09-30,21.09.27," $20,300.00 ",SDS7090211,Migrate Posse Client Server into Winchestor Version - PDO-231," $11,935.00 ",165155,300007058,FIN
vendor 1005,Sep,2021,4501207388,2021-09-30,21.09.27," $20,300.00 ",SDS7090190,CAMA System - Scoping Phase 1 - PDO-227, $280.00 ,215122,300007242,MR
vendor 1005,Sep,2021,4501207388,2021-09-30,21.09.27," $20,300.00 ",SDS7090194,Flexible Data Management Application Assessment Report-PDO-230," $5,600.00 ",215747,300007059,MR
vendor 1005,Sep,2021,4501222275,2021-09-30,21.09.29," $8,265.00 ",CIO7080621,Procurement - Services," $8,265.00 ",171318,930092701,BTT
vendor 1005,Sep,2021,4501219250,2021-09-30,21.09.35," $18,850.00 ",SDS7090230,Animal Welfare Case Management System - PDO238," $5,265.00 ",110889,300007263,ARD
vendor 1005,Sep,2021,4501219250,2021-09-30,21.09.35," $18,850.00 ",SDS7090215,Taxes and Royalty Calculator-PDO-233," $4,680.00 ",111173,300007266,ARD
vendor 1005,Sep,2021,4501219250,2021-09-30,21.09.35," $18,850.00 ",SDS7090309,PDO-267 - MOGWIS System Replacement - Scoping," $4,290.00 ",171293,930092083,ARD
vendor 1005,Sep,2021,4501219250,2021-09-30,21.09.35," $18,850.00 ",SDS7090260,PDO-248-Inmate Trust Accounting System Replacement - Scoping," $4,615.00 ",195112,300007506,JUS
vendor 1005,Sep,2021,4501226300,2021-09-30,21.09.36," $20,300.00 ",SDS7090343,PDO-288 - Server Analysis for Francophone Affairs - Scoping," $4,795.00 ",161017,161017,FAM
vendor 1005,Sep,2021,4501226300,2021-09-30,21.09.36," $20,300.00 ",SDS7090016,Direct Deposit Payments to Landlord for EIA Clients - Scoping (PDO-161)," $2,660.00 ",165127,300007207,FIN
vendor 1005,Sep,2021,4501226300,2021-09-30,21.09.36," $20,300.00 ",SDS7090300,PDO-263 - PROMPT 2008 SQL Server Database Upgrade - Scoping," $8,365.00 ",165155,300007441,FIN
vendor 1005,Sep,2021,4501226300,2021-09-30,21.09.36," $20,300.00 ",SDS7090314,PDO-272 - SAMIN Business Intelligence Application - Scoping," $4,480.00 ",171293,930092092,FAM
vendor 1005,Sep,2021,4501222431,2021-09-30,21.09.37," $19,575.00 ",SDS7089925,SIEM Tool Implementation," $12,420.00 ",171318,930092444,BTT
vendor 1005,Sep,2021,4501222431,2021-09-30,21.09.37," $19,575.00 ",SDS7090226,2021 - Special 1 - PDO-236," $7,155.00 ",171318,930092498,BTT
vendor 1005,Sep,2021,4501222260,2021-09-30,21.09.63," $20,300.00 ",CON7089874,Pandemic Planning," $20,300.00 ",171318,930092402,BTT
vendor 1005,Sep,2021,4501228086,2021-09-30,21.09.65," $10,920.00 ",SDS7090393,PDO-286 - Vital Statistics Online Registration of Vital Events - Scoping," $3,815.00 ",171293,100014208,FIN
vendor 1005,Sep,2021,4501228086,2021-09-30,21.09.65," $10,920.00 ",SDS7090311,PDO-266 - Decision Support System for Animal Emergencies - Scoping," $3,360.00 ",171293,930092081,ARD
vendor 1005,Sep,2021,4501228086,2021-09-30,21.09.65," $10,920.00 ",SDS7090312,PDO-269 - Customer Relationship Case Management Platform - Scoping, $980.00 ,171293,930092085,CEN
vendor 1005,Sep,2021,4501228086,2021-09-30,21.09.65," $10,920.00 ",SDS7090337,PDO-285 - Justice Phone System - Scoping," $2,765.00 ",195113,195113,JUS
vendor 1005,Sep,2021,4501228080,2021-09-30,21.09.69," $8,120.00 ",CIO7080641,Enterprise Architecture," $8,120.00 ",171318,930092584,BTT
vendor 1005,Sep,2021,4501223626,2021-09-30,21.09.70," $18,330.00 ",SDS7090387,SAP - ABAP," $18,330.00 ",171318,0,BTT
vendor 1005,Sep,2021,4501256862,2021-09-30,21.09.72," $18,850.00 ",SDS7090355,PDO-293 - Provincial Student Information System - Scoping," $10,075.00 ",140010,300007403,EDU
vendor 1005,Sep,2021,4501256862,2021-09-30,21.09.72," $18,850.00 ",SDS7090313,PDO-268 -  Software Asset Management Solution - Scoping," $5,525.00 ",171293,930092086,CEN
vendor 1005,Sep,2021,4501256862,2021-09-30,21.09.72," $18,850.00 ",SDS7090321,PDO-276 - PGT Trust Accounting System Replacement," $3,250.00 ",171293,930092094,FIN
vendor 1005,Sep,2021,4501219248,2021-09-30,21.09.80," $20,300.00 ",SDS7089357,TCF134 - Robotic Process Automation DI," $5,845.00 ",214347,930091955,FIN
vendor 1005,Sep,2021,4501215844,2021-09-30,21.09.92," $11,165.00 ",SDS7081277,SFA SFAIS Enhancements," $11,165.00 ",250163,300007174,EDT
vendor 1005,Sep,2021,4501193766,2021-09-30,21.09.94," $13,843.75 ",SDS7090157,MIRA Vitality Replacement - PDO-125," $3,250.00 ",135150,930092122,SCH
vendor 1005,Sep,2021,4501227462,2021-09-30,21.09.94," $13,843.75 ",SDS7090157,MIRA Vitality Replacement - PDO-125," $4,250.00 ",135150,930092122,SCH
vendor 1005,Sep,2021,4501193766,2021-09-30,21.09.94," $13,843.75 ",SDS7090278,PDO-256 - WIFI in EPR Shelters - Scoping, $562.50 ,160781,300007503,FAM
vendor 1005,Sep,2021,4501227462,2021-09-30,21.09.94," $13,843.75 ",SDS7090278,PDO-256 - WIFI in EPR Shelters - Scoping, $875.00 ,160781,300007503,FAM
vendor 1005,Sep,2021,4501193766,2021-09-30,21.09.94," $13,843.75 ",SDS7090264,PDO-250-CUPE Payroll Conversion-Scoping, $562.50 ,171194,300007041,FIN
vendor 1005,Sep,2021,4501227462,2021-09-30,21.09.94," $13,843.75 ",SDS7090264,PDO-250-CUPE Payroll Conversion-Scoping, $937.50 ,171318,300007041,FIN
vendor 1005,Sep,2021,4501193766,2021-09-30,21.09.94," $13,843.75 ",SDS7090172,Cloud Hosting for WebEOC - PDO-221, $562.50 ,181314,300007260,MI
vendor 1005,Sep,2021,4501227462,2021-09-30,21.09.94," $13,843.75 ",SDS7090172,Cloud Hosting for WebEOC - PDO-221," $1,093.75 ",181314,300007260,MI
vendor 1005,Sep,2021,4501193766,2021-09-30,21.09.94," $13,843.75 ",SDS7090122,FIN-Envista ARM & Web Vitality Upgrade and Maintenance, $750.00 ,205344,300007049,CC
vendor 1005,Sep,2021,4501227462,2021-09-30,21.09.94," $13,843.75 ",SDS7090122,FIN-Envista ARM & Web Vitality Upgrade and Maintenance," $1,000.00 ",205344,300007049,CC
vendor 1005,Oct,2021,4501209279,2021-10-31,21.10.09," $17,907.50 ",SDS7090121,FIN - PBX System Replacement - Scoping (PDO-212), $520.00 ,160207,300007216,FAM
vendor 1005,Oct,2021,4501209279,2021-10-31,21.10.09," $17,907.50 ",SDS7090394,PMO-310 - PHIMS Project - Scoping," $17,387.50 ",175828,300007481,MHSC
vendor 1005,Oct,2021,4501223626,2021-10-31,21.10.104," $18,850.00 ",SDS7090387,SAP - ABAP," $18,850.00 ",171318,0,BTT
vendor 1005,Oct,2021,4501227462,2021-10-31,21.10.106," $18,125.00 ",SDS7090157,MIRA Vitality Replacement - PDO-125," $10,000.00 ",135150,930092122,SCH
vendor 1005,Oct,2021,4501227462,2021-10-31,21.10.106," $18,125.00 ",SDS7090278,PDO-256 - WIFI in EPR Shelters - Scoping," $2,187.50 ",160781,300007503,FAM
vendor 1005,Oct,2021,4501227462,2021-10-31,21.10.106," $18,125.00 ",SDS7090264,PDO-250-CUPE Payroll Conversion-Scoping," $1,281.25 ",171318,300007041,FIN
vendor 1005,Oct,2021,4501227462,2021-10-31,21.10.106," $18,125.00 ",SDS7090172,Cloud Hosting for WebEOC - PDO-221," $2,562.50 ",181314,300007260,MI
vendor 1005,Oct,2021,4501227462,2021-10-31,21.10.106," $18,125.00 ",SDS7090122,FIN-Envista ARM & Web Vitality Upgrade and Maintenance," $2,093.75 ",205344,300007049,CC
vendor 1005,Oct,2021,4501226300,2021-10-31,21.10.15," $20,300.00 ",SDS7090343,PDO-288 - Server Analysis for Francophone Affairs - Scoping," $4,550.00 ",161017,161017,FAM
vendor 1005,Oct,2021,4501226300,2021-10-31,21.10.15," $20,300.00 ",SDS7090016,Direct Deposit Payments to Landlord for EIA Clients - Scoping (PDO-161)," $2,940.00 ",165127,300007207,FIN
vendor 1005,Oct,2021,4501226300,2021-10-31,21.10.15," $20,300.00 ",SDS7090300,PDO-263 - PROMPT 2008 SQL Server Database Upgrade - Scoping," $8,260.00 ",165155,300007441,FIN
vendor 1005,Oct,2021,4501226300,2021-10-31,21.10.15," $20,300.00 ",SDS7090314,PDO-272 - SAMIN Business Intelligence Application - Scoping," $4,550.00 ",171293,930092092,FAM
vendor 1005,Oct,2021,4501228080,2021-10-31,21.10.19," $20,300.00 ",CIO7080641,Enterprise Architecture," $20,300.00 ",171318,930092584,BTT
vendor 1005,Oct,2021,4501227464,2021-10-31,21.10.24," $21,750.00 ",SDS7090149,VetLab GP Dynamics Upgrade - Implementation (PDO215)," $1,800.00 ",110508,300007249,ARD
vendor 1005,Oct,2021,4501227464,2021-10-31,21.10.24," $21,750.00 ",SDS7090308,PDO-264 - CYS PurelyHR - Scoping," $6,375.00 ",160635,300007443,FAM
vendor 1005,Oct,2021,4501227464,2021-10-31,21.10.24," $21,750.00 ",SDS7090322,PDO-278 - Chief Medical Examiner System Upgrade Replace - Scoping," $4,575.00 ",171293,930092095,JUS
vendor 1005,Oct,2021,4501227464,2021-10-31,21.10.24," $21,750.00 ",SDS7090323,PDO-280 - Victim of Crime Compensation Application Replacement - Scoping," $4,687.50 ",171293,930092098,JUS
vendor 1005,Oct,2021,4501227464,2021-10-31,21.10.24," $21,750.00 ",SDS7090324,PDO-282 - Boilers and Elevators: Project Reset - Scoping," $1,950.00 ",171293,930092099,MR
vendor 1005,Oct,2021,4501227464,2021-10-31,21.10.24," $21,750.00 ",SDS7090356,PDO-294 - Masterpiece Regular Maintenance - Scoping," $1,987.50 ",171318,0,FAM
vendor 1005,Oct,2021,4501227464,2021-10-31,21.10.24," $21,750.00 ",SDS7090248,M3P Vitality Upgrade - Implementation Phase - PDO-245, $375.00 ,195006,300007300,JUS
vendor 1005,Oct,2021,4501225189,2021-10-31,21.10.25," $21,025.00 ",CIO7090054,Microsoft 365 Project - Phase 2 (PDO-202)," $21,025.00 ",171225,930088172,BTT
vendor 1005,Oct,2021,4501222431,2021-10-31,21.10.26," $19,575.00 ",CIO7090333,Cyber Risk Reduction Program 2021-22," $4,725.00 ",171225,100013962,BTT
vendor 1005,Oct,2021,4501222431,2021-10-31,21.10.26," $19,575.00 ",SDS7089925,SIEM Tool Implementation," $4,117.50 ",171318,930092444,BTT
vendor 1005,Oct,2021,4501222431,2021-10-31,21.10.26," $19,575.00 ",SDS7090226,2021 - Special 1 - PDO-236," $10,732.50 ",171318,930092498,BTT
vendor 1005,Oct,2021,4501219250,2021-10-31,21.10.27," $18,850.00 ",SDS7090230,Animal Welfare Case Management System - PDO238," $5,297.50 ",110889,300007263,ARD
vendor 1005,Oct,2021,4501219250,2021-10-31,21.10.27," $18,850.00 ",SDS7090215,Taxes and Royalty Calculator-PDO-233," $4,355.00 ",111173,300007266,ARD
vendor 1005,Oct,2021,4501219250,2021-10-31,21.10.27," $18,850.00 ",SDS7090309,PDO-267 - MOGWIS System Replacement - Scoping," $4,875.00 ",171293,930092083,ARD
vendor 1005,Oct,2021,4501219250,2021-10-31,21.10.27," $18,850.00 ",SDS7090260,PDO-248-Inmate Trust Accounting System Replacement - Scoping," $4,322.50 ",195112,300007506,JUS
vendor 1005,Oct,2021,4501207388,2021-10-31,21.10.37," $16,240.00 ",SDS7090211,Migrate Posse Client Server into Winchestor Version - PDO-231," $7,315.00 ",165155,300007058,FIN
vendor 1005,Oct,2021,4501207388,2021-10-31,21.10.37," $16,240.00 ",SDS7090190,CAMA System - Scoping Phase 1 - PDO-227, $735.00 ,215122,300007242,MR
vendor 1005,Oct,2021,4501207388,2021-10-31,21.10.37," $16,240.00 ",SDS7090194,Flexible Data Management Application Assessment Report-PDO-230," $3,220.00 ",215747,300007059,MR
vendor 1005,Oct,2021,4501222219,2021-10-31,21.10.39," $16,675.00 ",SDS7090340,ProofPoint," $14,490.00 ",171318,930092863,BTT
vendor 1005,Oct,2021,4501222219,2021-10-31,21.10.39," $16,675.00 ",SDS7090341,Cloud Management Gateway (CGM)," $2,185.00 ",171318,930092864,BTT
vendor 1005,Oct,2021,4501219530,2021-10-31,21.10.44," $24,220.00 ",SDS7090215,Taxes and Royalty Calculator-PDO-233," $1,120.00 ",111173,300007266,ARD
vendor 1005,Oct,2021,4501219530,2021-10-31,21.10.44," $24,220.00 ",SDS7090260,PDO-248-Inmate Trust Accounting System Replacement - Scoping," $4,620.00 ",195112,300007506,JUS
vendor 1005,Oct,2021,4501219530,2021-10-31,21.10.44," $24,220.00 ",SDS7090232,Emerx Enterprise - PDO-239," $2,240.00 ",215746,300007508,MR
vendor 1005,Oct,2021,4501222275,2021-10-31,21.10.48," $13,775.00 ",CIO7080621,Procurement - Services," $13,775.00 ",171318,930092701,BTT
vendor 1005,Oct,2021,4501231074,2021-10-31,21.10.50," $15,841.25 ",CIO7090333,Cyber Risk Reduction Program 2021-22," $15,841.25 ",171225,100013962,BTT
vendor 1005,Oct,2021,4501256862,2021-10-31,21.10.52," $18,850.00 ",SDS7090355,PDO-293 - Provincial Student Information System - Scoping," $6,110.00 ",140010,300007403,EDU
vendor 1005,Oct,2021,4501256862,2021-10-31,21.10.52," $18,850.00 ",SDS7090313,PDO-268 -  Software Asset Management Solution - Scoping," $8,840.00 ",171293,930092086,CEN
vendor 1005,Oct,2021,4501256862,2021-10-31,21.10.52," $18,850.00 ",SDS7090321,PDO-276 - PGT Trust Accounting System Replacement," $3,900.00 ",171293,930092094,FIN
vendor 1005,Oct,2021,4501215844,2021-10-31,21.10.53," $15,950.00 ",SDS7081277,SFA SFAIS Enhancements," $15,950.00 ",250163,300007174,EDT
vendor 1005,Oct,2021,4501228086,2021-10-31,21.10.56," $20,300.00 ",SDS7090393,PDO-286 - Vital Statistics Online Registration of Vital Events - Scoping," $3,745.00 ",171293,100014208,FIN
vendor 1005,Oct,2021,4501228086,2021-10-31,21.10.56," $20,300.00 ",SDS7090311,PDO-266 - Decision Support System for Animal Emergencies - Scoping," $4,515.00 ",171293,930092081,ARD
vendor 1005,Oct,2021,4501228086,2021-10-31,21.10.56," $20,300.00 ",SDS7090312,PDO-269 - Customer Relationship Case Management Platform - Scoping," $3,885.00 ",171293,930092085,CEN
vendor 1005,Oct,2021,4501228086,2021-10-31,21.10.56," $20,300.00 ",SDS7090337,PDO-285 - Justice Phone System - Scoping," $8,155.00 ",195113,195113,JUS
vendor 1005,Oct,2021,4501222260,2021-10-31,21.10.62," $20,300.00 ",CON7089874,Pandemic Planning," $20,300.00 ",171318,930092402,BTT
vendor 1005,Oct,2021,4501219248,2021-10-31,21.10.82," $20,300.00 ",SDS7089357,TCF134 - Robotic Process Automation DI," $5,005.00 ",214347,930091955,FIN
vendor 1005,Nov,2021,4501222219,2021-11-30,21.11.02," $16,675.00 ",SDS7090340,ProofPoint," $14,691.25 ",171318,930092863,BTT
vendor 1005,Nov,2021,4501222219,2021-11-30,21.11.02," $16,675.00 ",SDS7090341,Cloud Management Gateway (CGM)," $1,983.75 ",171318,930092864,BTT
vendor 1005,Nov,2021,4501222275,2021-11-30,21.11.05," $14,463.75 ",CIO7080621,Procurement - Services," $14,463.75 ",171318,930092701,BTT
vendor 1005,Nov,2021,4501228080,2021-11-30,21.11.09," $21,315.00 ",SDS7090314,PDO-272 - SAMIN Business Intelligence Application - Scoping," $2,310.00 ",171293,930092092,FAM
vendor 1005,Nov,2021,4501228080,2021-11-30,21.11.09," $21,315.00 ",CIO7080641,Enterprise Architecture," $19,005.00 ",171318,930092584,BTT
vendor 1005,Nov,2021,4501209279,2021-11-30,21.11.10," $19,792.50 ",SDS7090121,FIN - PBX System Replacement - Scoping (PDO-212), $650.00 ,160207,300007216,FAM
vendor 1005,Nov,2021,4501209279,2021-11-30,21.11.10," $19,792.50 ",SDS7090356,PDO-294 - Masterpiece Regular Maintenance - Scoping, $975.00 ,171194,0,FAM
vendor 1005,Nov,2021,4501209279,2021-11-30,21.11.10," $19,792.50 ",SDS7090394,PMO-310 - PHIMS Project - Scoping," $14,267.50 ",175828,300007481,MHSC
vendor 1005,Nov,2021,4501209279,2021-11-30,21.11.10," $19,792.50 ",SDS7090263,PDO-249-Maximizer Upgrade UAT and PRD Environments, $975.00 ,195344,300007507,JUS
vendor 1005,Nov,2021,4501225189,2021-11-30,21.11.12," $22,076.25 ",CIO7090054,Microsoft 365 Project - Phase 2 (PDO-202)," $22,076.25 ",171225,930088172,BTT
vendor 1005,Nov,2021,4501215844,2021-11-30,21.11.14," $16,747.50 ",SDS7081277,SFA SFAIS Enhancements," $4,785.00 ",250163,300007174,EDT
vendor 1005,Nov,2021,4501234341,2021-11-30,21.11.14," $16,747.50 ",SDS7081277,SFA SFAIS Enhancements," $11,962.50 ",250163,300007174,EDT
vendor 1005,Nov,2021,4501222431,2021-11-30,21.11.17," $20,553.75 ",CIO7090333,Cyber Risk Reduction Program 2021-22," $15,828.75 ",171225,100013962,BTT
vendor 1005,Nov,2021,4501222431,2021-11-30,21.11.17," $20,553.75 ",SDS7090226,2021 - Special 1 - PDO-236," $4,725.00 ",171318,930092498,BTT
vendor 1005,Nov,2021,4501256862,2021-11-30,21.11.20," $19,792.50 ",SDS7090355,PDO-293 - Provincial Student Information System - Scoping," $5,817.50 ",140010,300007403,EDU
vendor 1005,Nov,2021,4501256862,2021-11-30,21.11.20," $19,792.50 ",SDS7090313,PDO-268 -  Software Asset Management Solution - Scoping," $8,255.00 ",171293,930092086,CEN
vendor 1005,Nov,2021,4501256862,2021-11-30,21.11.20," $19,792.50 ",SDS7090321,PDO-276 - PGT Trust Accounting System Replacement," $3,770.00 ",171293,930092094,FIN
vendor 1005,Nov,2021,4501256862,2021-11-30,21.11.20," $19,792.50 ",SDS7090407,PMO-373 - D4H Interoperability - Scoping, $975.00 ,215746,0,MR
vendor 1005,Nov,2021,4501228086,2021-11-30,21.11.24," $21,315.00 ",SDS7090393,PDO-286 - Vital Statistics Online Registration of Vital Events - Scoping," $9,485.00 ",171293,100014208,FIN
vendor 1005,Nov,2021,4501228086,2021-11-30,21.11.24," $21,315.00 ",SDS7090311,PDO-266 - Decision Support System for Animal Emergencies - Scoping," $1,680.00 ",171293,930092081,ARD
vendor 1005,Nov,2021,4501228086,2021-11-30,21.11.24," $21,315.00 ",SDS7090312,PDO-269 - Customer Relationship Case Management Platform - Scoping," $8,190.00 ",171293,930092085,CEN
vendor 1005,Nov,2021,4501228086,2021-11-30,21.11.24," $21,315.00 ",SDS7090337,PDO-285 - Justice Phone System - Scoping," $1,960.00 ",195113,195113,JUS
vendor 1005,Nov,2021,4501226300,2021-11-30,21.11.26," $21,315.00 ",SDS7090343,PDO-288 - Server Analysis for Francophone Affairs - Scoping," $4,410.00 ",161017,161017,FAM
vendor 1005,Nov,2021,4501226300,2021-11-30,21.11.26," $21,315.00 ",SDS7090300,PDO-263 - PROMPT 2008 SQL Server Database Upgrade - Scoping," $8,540.00 ",165155,300007441,FIN
vendor 1005,Nov,2021,4501226300,2021-11-30,21.11.26," $21,315.00 ",SDS7090314,PDO-272 - SAMIN Business Intelligence Application - Scoping," $4,550.00 ",171293,930092092,FAM
vendor 1005,Nov,2021,4501226300,2021-11-30,21.11.26," $21,315.00 ",SDS7090373,PDO-297 - Appointment Scheduling/ Booking - Scoping," $3,815.00 ",171318,300007461,EDJ
vendor 1005,Nov,2021,4501231074,2021-11-30,21.11.38," $17,508.75 ",CIO7090333,Cyber Risk Reduction Program 2021-22," $17,508.75 ",171225,100013962,BTT
vendor 1005,Nov,2021,4501223626,2021-11-30,21.11.40," $19,402.50 ",SDS7090387,SAP - ABAP," $19,402.50 ",171318,0,BTT
vendor 1005,Nov,2021,4501219248,2021-11-30,21.11.42," $20,553.75 ",SDS7090308,PDO-264 - CYS PurelyHR - Scoping, $810.00 ,160635,300007443,FAM
vendor 1005,Nov,2021,4501219248,2021-11-30,21.11.42," $20,553.75 ",SDS7090173,Companies Online 2008 SQL Server and Win. OS Upgrade - PDO-222," $2,193.75 ",171194,300007279,FIN
vendor 1005,Nov,2021,4501219248,2021-11-30,21.11.42," $20,553.75 ",SDS7089357,TCF134 - Robotic Process Automation DI," $2,801.25 ",214347,930091955,FIN
vendor 1005,Nov,2021,4501222260,2021-11-30,21.11.44," $27,440.00 ",CON7089874,Pandemic Planning," $2,030.00 ",171318,930092402,BTT
vendor 1005,Nov,2021,4501222260,2021-11-30,21.11.44," $27,440.00 ",SDS7090226,2021 - Special 1 - PDO-236," $25,410.00 ",171318,930092498,BTT
vendor 1005,Nov,2021,4501235210,2021-11-30,21.11.45," $9,717.50 ",SDS7090342,PDO-287- FIPPA Solution Updated - Scoping," $1,265.00 ",165155,165155,FIN
vendor 1005,Nov,2021,4501235210,2021-11-30,21.11.45," $9,717.50 ",SDS7090373,PDO-297 - Appointment Scheduling/ Booking - Scoping," $2,415.00 ",171318,300007461,EDJ
vendor 1005,Nov,2021,4501235210,2021-11-30,21.11.45," $9,717.50 ",SDS7090264,PDO-250-CUPE Payroll Conversion-Scoping," $5,088.75 ",171318,300007041,FIN
vendor 1005,Nov,2021,4501219250,2021-11-30,21.11.52," $19,792.50 ",SDS7090230,Animal Welfare Case Management System - PDO238," $4,517.50 ",110889,300007263,ARD
vendor 1005,Nov,2021,4501219250,2021-11-30,21.11.52," $19,792.50 ",SDS7090215,Taxes and Royalty Calculator-PDO-233," $3,705.00 ",111173,300007266,ARD
vendor 1005,Nov,2021,4501219250,2021-11-30,21.11.52," $19,792.50 ",SDS7090343,PDO-288 - Server Analysis for Francophone Affairs - Scoping," $1,397.50 ",161017,161017,FAM
